date,competition,winner,winner_abbreviation,winner_gender,winner_qualifier,winner_id,winner_control,winner_knockdowns,winner_significant_strike_percentage,winner_significant_strikes,winner_significant_strikes_attempted,winner_submission_attempts,winner_takedown_percentage,winner_takedowns,winner_takedowns_attempted,winner_total_strike_percentage,winner_total_strikes,winner_total_strikes_attempted,loser,loser_abbreviation,loser_gender,loser_qualifier,loser_id,loser_control,loser_knockdowns,loser_significant_strike_percentage,loser_significant_strikes,loser_significant_strikes_attempted,loser_submission_attempts,loser_takedown_percentage,loser_takedowns,loser_takedowns_attempted,loser_total_strike_percentage,loser_total_strikes,loser_total_strikes_attempted,final_round,final_round_length,method,scheduled_length,weight_class,strike_accuracy_diff ,total_strike_accuracy_diff  ,knockdowns_diff,takedown_accuracy_diff,takedowns_diff,submission_attempts_diff
2019-08-14,"Dana White Contender Series, Season 3, Week 8","Gravely, Tony",GRA,male,away,sr:competitor:614474,0:00,0,39.53,34,86,2,50.0,3,6,62.58,102,163,"Rodriguez, Ray",ROD,male,home,sr:competitor:614472,0:00,0,35.14,13,37,1,50.0,1,2,36.84,14,38,3,2:16,ko_tko,3,bantamweight(126-135),4.390000000000001,25.739999999999995,0,0.0,2,1
2019-08-14,"Dana White Contender Series, Season 3, Week 8","Alpar, Sarah",ALP,female,home,sr:competitor:263777,0:00,0,50.94,27,53,0,50.0,2,4,58.06,36,62,"Young, Shanna",YOU,female,away,sr:competitor:497590,0:00,0,38.1,16,42,1,0.0,0,1,47.46,28,59,2,2:55,submission,3,bantamweight(126-135),12.839999999999996,10.600000000000001,0,50.0,2,-1
2019-08-14,"Dana White Contender Series, Season 3, Week 8","Weaver, Brok",WEA,male,away,sr:competitor:596154,0:00,0,58.14,50,86,0,0.0,0,4,78.77,167,212,"Smyth, Devin",SMY,male,home,sr:competitor:614470,0:00,0,83.02,44,53,0,30.77,4,13,83.64,46,55,3,5:00,decision_unanimous,3,welterweight(156-170),-24.879999999999995,-4.8700000000000045,0,-30.77,-4,0
2019-08-14,"Dana White Contender Series, Season 3, Week 8","Knight, William",KNI,male,away,sr:competitor:614468,0:00,0,67.24,78,116,0,57.14,4,7,69.63,94,135,"Alacabek, Herdem",ALA,male,home,sr:competitor:614466,0:00,0,75.42,89,118,0,50.0,2,4,75.42,89,118,3,4:34,ko_tko,3,light_heavyweight(186-205),-8.180000000000007,-5.790000000000006,0,7.140000000000001,2,0
2019-08-21,"Dana White Contender Series, Season 3, Week 9","Rowe, Phil",ROW,male,away,sr:competitor:617056,0:00,1,52.25,58,111,0,0.0,0,0,56.2,68,121,"Shahbazyan, Leon",SHA,male,home,sr:competitor:596156,0:00,1,35.19,38,108,0,50.0,1,2,36.36,40,110,3,0:16,ko_tko,3,welterweight(156-170),17.060000000000002,19.840000000000003,0,-50.0,-1,0
2019-08-21,"Dana White Contender Series, Season 3, Week 9","Pogues, Jamal",POG,male,home,sr:competitor:453759,0:00,0,63.08,41,65,0,63.64,7,11,69.23,63,91,"Brigagao, Marcos",BRI,male,away,sr:competitor:617058,0:00,0,35.42,34,96,0,0.0,0,1,44.14,49,111,3,5:00,decision_unanimous,3,light_heavyweight(186-205),27.659999999999997,25.090000000000003,0,63.64,7,0
2019-08-21,"Dana White Contender Series, Season 3, Week 9","Martin, Mallory",MAR,female,home,sr:competitor:324141,0:00,0,61.29,95,155,0,71.43,5,7,67.03,122,182,"Di Segni, Micol",DI,male,away,sr:competitor:617062,0:00,0,20.66,56,271,0,0.0,0,0,25.51,75,294,3,5:00,decision_unanimous,3,strawweight(106-115),40.629999999999995,41.519999999999996,0,71.43,5,0
2019-08-21,"Dana White Contender Series, Season 3, Week 9","Steele, Ricky",STE,male,home,sr:competitor:617064,0:00,0,74.74,71,95,0,50.0,1,2,78.74,100,127,"Caracappa, Phil",CAR,male,away,sr:competitor:617066,0:00,0,45.07,32,71,1,22.22,2,9,54.37,56,103,3,5:00,decision_split,3,bantamweight(126-135),29.669999999999995,24.369999999999997,0,27.78,-1,-1
2019-08-21,"Dana White Contender Series, Season 3, Week 9","Garcia, Steve",GAR,male,away,sr:competitor:293766,0:00,0,38.54,37,96,0,0.0,0,1,38.54,37,96,"Torres, Desmond",TOR,male,home,sr:competitor:622380,0:00,0,52.38,11,21,0,0.0,0,2,65.52,19,29,1,4:35,ko_tko,3,bantamweight(126-135),-13.840000000000003,-26.979999999999997,0,0.0,0,0
2019-09-15,UFC Fight Night - Vancouver,"Cirkunov, Misha",CIR,male,home,sr:competitor:265089,0:00,0,60.0,6,10,1,50.0,1,2,75.86,22,29,"Crute, Jim",CRU,male,away,sr:competitor:463607,0:00,0,60.0,21,35,0,0.0,0,0,62.22,28,45,1,3:38,submission,3,light_heavyweight(186-205),0.0,13.64,0,50.0,1,1
2019-09-15,UFC Fight Night - Vancouver,"Hall, Uriah",HAL,male,away,sr:competitor:257353,0:00,1,43.04,34,79,0,0.0,0,0,47.67,41,86,"Carlos Junior, Antonio",CAJ,male,home,sr:competitor:248585,0:00,0,31.88,22,69,0,37.5,3,8,54.73,81,148,3,5:00,decision_split,3,middleweight(171-185),11.16,-7.059999999999995,1,-37.5,-3,0
2019-09-15,UFC Fight Night - Vancouver,"Connelly, Tristan",CON,male,away,sr:competitor:632700,0:00,0,51.2,64,125,1,0.0,0,6,68.02,151,222,"Pereira, Michel",PER,male,home,sr:competitor:573961,00:00,0,42.67,32,75,0,40.0,2,5,52.34,56,107,3,5:00,decision_unanimous,3,welterweight(156-170),8.530000000000001,15.679999999999993,0,-40.0,-2,1
2019-09-15,UFC Fight Night - Vancouver,"Teixeira, Glover",TEI,male,home,sr:competitor:250881,0:00,0,60.56,43,71,2,16.67,1,6,71.43,85,119,"Krylov, Nikita",KRY,male,away,sr:competitor:256105,0:00,0,49.47,47,95,1,50.0,2,4,60.16,74,123,3,5:00,decision_split,3,light_heavyweight(186-205),11.090000000000003,11.27000000000001,0,-33.33,-1,1
2019-09-15,UFC Fight Night - Vancouver,"Gaethje, Justin",GAE,male,away,sr:competitor:351762,0:00,1,65.57,40,61,0,0.0,0,0,65.57,40,61,"Cerrone, Donald",CER,male,home,sr:competitor:237626,0:00,0,32.69,17,52,0,0.0,0,0,32.69,17,52,1,4:18,ko_tko,5,lightweight(146-155),32.879999999999995,32.879999999999995,1,0.0,0,0
2019-09-21,UFC Fight Night - Mexico City,"Puelles, Claudio",PUE,male,home,sr:competitor:297300,0:00,0,64.71,22,34,2,66.67,4,6,87.07,101,116,"Rosa Mariano, Marcos",ROS,male,away,sr:competitor:542139,0:00,0,22.22,2,9,0,0.0,0,0,41.67,5,12,3,5:00,decision_unanimous,3,lightweight(146-155),42.489999999999995,45.39999999999999,0,66.67,4,2
2019-09-21,UFC Fight Night - Mexico City,"Correia, Bethe",COR,female,away,sr:competitor:251843,0:00,0,46.46,59,127,0,0.0,0,1,52.74,77,146,"Eubanks, Sijara",EUB,female,home,sr:competitor:542047,0:00,0,45.56,77,169,0,20.0,1,5,50.54,94,186,3,5:00,decision_unanimous,3,bantamweight(126-135),0.8999999999999986,2.200000000000003,0,-20.0,-1,0
2019-09-21,UFC Fight Night - Mexico City,"Craig, Paul",CRA,male,away,sr:competitor:306502,0:00,1,66.67,18,27,1,100.0,1,1,76.74,33,43,"Moreira, Vinicius",MOR,male,home,sr:competitor:519102,0:00,0,33.33,1,3,0,0.0,0,0,33.33,1,3,1,3:19,submission,3,light_heavyweight(186-205),33.34,43.41,1,100.0,1,1
2019-09-21,UFC Fight Night - Mexico City,"Pettis, Sergio",PET,male,home,sr:competitor:253351,0:00,0,37.94,96,253,0,0.0,0,0,37.94,96,253,"Nam, Tyson",NAM,male,away,sr:competitor:632564,0:00,0,23.53,40,170,0,0.0,0,0,24.86,43,173,3,5:00,decision_unanimous,3,flyweight(116-125),14.409999999999997,13.079999999999998,0,0.0,0,0
2019-09-21,UFC Fight Night - Mexico City,"Hill, Angela",HIL,female,away,sr:competitor:542071,0:00,0,50.0,92,184,0,0.0,0,0,50.27,93,185,"Carnelossi, Ariane",CAR,female,home,sr:competitor:604354,0:00,0,38.71,72,186,0,0.0,0,1,42.13,83,197,3,1:56,tko_doctors_stoppage,3,strawweight(106-115),11.29,8.14,0,0.0,0,0
2019-09-21,UFC Fight Night - Mexico City,"Nelson, Kyle",NEL,male,away,sr:competitor:525475,0:00,0,75.0,12,16,0,0.0,0,2,75.0,12,16,"Reyes, Polo",REY,male,home,sr:competitor:261829,0:00,0,60.0,6,10,0,0.0,0,0,63.64,7,11,1,1:36,ko_tko,3,featherweight(136-145),15.0,11.36,0,0.0,0,0
2019-09-21,UFC Fight Night - Mexico City,"Quinonez, Jose",QUI,male,home,sr:competitor:285667,0:00,1,51.28,60,117,0,40.0,2,5,54.62,71,130,"Huachin, Carlos",HUA,male,away,sr:competitor:576219,0:00,0,27.83,32,115,0,0.0,0,0,30.58,37,121,3,5:00,decision_unanimous,3,bantamweight(126-135),23.450000000000003,24.04,1,40.0,2,0
2019-10-06,UFC 243 - Melbourne,"Anderson, Megan",AND,female,home,sr:competitor:541999,0:00,0,55.56,10,18,1,50.0,1,2,66.67,22,33,"Fairn Dos Santos, Zarah",FAI,female,away,sr:competitor:638500,0:00,0,40.0,2,5,0,0.0,0,0,71.11,32,45,1,3:57,submission,3,featherweight(136-145),15.560000000000002,-4.439999999999998,0,50.0,1,1
2019-10-06,UFC 243 - Melbourne,"Riddell, Brad",RID,male,away,sr:competitor:433442,0:00,0,59.48,91,153,0,100.0,1,1,62.28,104,167,"Mullarkey, Jamie",MUL,male,home,sr:competitor:637206,0:00,0,37.89,36,95,1,20.0,3,15,41.0,41,100,3,5:00,decision_unanimous,3,lightweight(146-155),21.589999999999996,21.28,0,80.0,-2,-1
2019-10-06,UFC 243 - Melbourne,"Potter, Callan",POT,male,home,sr:competitor:538413,0:00,0,50.0,48,96,0,75.0,3,4,64.14,127,198,"Pitolo, Maki",PIT,male,away,sr:competitor:462111,0:00,0,38.71,60,155,1,0.0,0,2,52.02,103,198,3,5:00,decision_unanimous,3,welterweight(156-170),11.29,12.119999999999997,0,75.0,3,-1
2019-10-06,UFC 243 - Melbourne,"Matthews, Jake",MAT,male,home,sr:competitor:248607,0:00,0,44.36,59,133,0,0.0,0,2,44.85,61,136,"Akman, Rostem",AKM,male,away,sr:competitor:587295,0:00,0,13.64,15,110,0,0.0,0,0,13.64,15,110,3,5:00,decision_unanimous,3,welterweight(156-170),30.72,31.21,0,0.0,0,0
2019-10-06,UFC 243 - Melbourne,"de Castro, Yorgan",DE,male,away,sr:competitor:595928,0:00,1,33.33,4,12,0,0.0,0,0,42.86,6,14,"Tafa, Justin",TAF,male,home,sr:competitor:618460,0:00,0,66.67,6,9,0,0.0,0,0,85.0,17,20,1,2:10,ko_tko,3,heavyweight(206-265),-33.34,-42.14,1,0.0,0,0
2019-10-06,UFC 243 - Melbourne,"Lima, Dhiego",LIM,male,away,sr:competitor:542101,0:00,0,30.48,32,105,0,33.33,2,6,39.52,49,124,"Jumeau, Luke",JUM,male,home,sr:competitor:342090,0:00,0,25.26,24,95,0,0.0,0,0,25.26,24,95,3,5:00,decision_split,3,welterweight(156-170),5.219999999999999,14.260000000000002,0,33.33,2,0
2019-10-06,UFC 243 - Melbourne,"Spivak, Sergey",SPI,male,away,sr:competitor:567207,0:00,0,54.76,23,42,1,75.0,6,8,66.67,40,60,"Tuivasa, Tai",TUI,male,home,sr:competitor:393034,0:00,0,42.0,21,50,0,0.0,0,0,43.14,22,51,2,3:14,submission,3,heavyweight(206-265),12.759999999999998,23.53,0,75.0,6,1
2019-10-06,UFC 243 - Melbourne,"Hooker, Daniel",HOO,male,away,sr:competitor:248591,0:00,1,47.34,98,207,0,0.0,0,1,48.83,104,213,"Iaquinta, Al",IAQ,male,home,sr:competitor:329503,0:00,0,31.9,37,116,0,0.0,0,3,32.48,38,117,3,5:00,decision_unanimous,3,lightweight(146-155),15.440000000000005,16.35,1,0.0,0,0
2019-10-06,UFC 243 - Melbourne,"Adesanya, Israel",ADE,male,away,sr:competitor:410485,0:00,2,42.11,40,95,0,0.0,0,0,42.11,40,95,"Whittaker, Robert",WHI,male,home,sr:competitor:253377,0:00,0,27.59,32,116,0,0.0,0,0,27.59,32,116,2,3:33,ko_tko,5,middleweight(171-185),14.52,14.52,2,0.0,0,0
2019-09-28,UFC Fight Night Copenhangen,"Shore, Jack",SHO,male,home,sr:competitor:395072,0:00,0,50.0,46,92,1,50.0,3,6,58.27,81,139,"Hernandez, Noheln",HER,male,away,sr:competitor:438738,0:00,0,16.67,6,36,0,0.0,0,0,23.08,9,39,3,2:51,submission,3,bantamweight(126-135),33.33,35.190000000000005,0,50.0,3,1
2019-09-28,UFC Fight Night Copenhangen,"Diakiese, Marc",DIA,male,home,sr:competitor:290246,0:00,0,40.4,40,99,0,57.14,4,7,40.54,45,111,"Vannata, Landon",VAN,male,away,sr:competitor:269757,0:00,0,35.71,25,70,0,0.0,0,1,47.22,51,108,3,5:00,decision_unanimous,3,lightweight(146-155),4.689999999999998,-6.68,0,57.14,4,0
2019-09-28,UFC Fight Night Copenhangen,"Lansberg, Lina",LAN,female,away,sr:competitor:287367,0:00,0,53.85,21,39,0,50.0,2,4,53.85,49,91,"Chiasson, Macy",CHI,female,home,sr:competitor:542017,0:00,0,55.32,26,47,0,0.0,0,4,61.7,58,94,3,5:00,decision_unanimous,3,bantamweight(126-135),-1.4699999999999989,-7.850000000000001,0,50.0,2,0
2019-09-28,UFC Fight Night Copenhangen,"Chikadze, Giga",CHI,male,away,sr:competitor:449131,0:00,0,49.58,59,119,0,50.0,1,2,53.38,71,133,"Davis, Brandon",DAV,male,home,sr:competitor:400793,0:00,0,34.34,34,99,0,42.86,3,7,34.95,36,103,3,5:00,decision_split,3,featherweight(136-145),15.239999999999995,18.43,0,7.140000000000001,-2,0
2019-09-28,UFC Fight Night Copenhangen,"Naurdiev, Ismail",NAU,male,away,sr:competitor:543827,0:00,0,54.76,69,126,0,100.0,3,3,68.35,149,218,"Bahadurzada, Siyar",BAH,male,home,sr:competitor:244112,0:00,0,12.5,12,96,0,0.0,0,0,14.29,14,98,3,5:00,decision_unanimous,3,welterweight(156-170),42.26,54.059999999999995,0,100.0,3,0
2019-09-28,UFC Fight Night Copenhangen,"Muradov, Makhmud",MUR,male,away,sr:competitor:564602,0:00,0,31.95,54,169,0,0.0,0,3,32.75,56,171,"Di Chirico, Alessio",DI,male,home,sr:competitor:542027,0:00,0,31.86,36,113,0,0.0,0,2,32.46,37,114,3,5:00,decision_unanimous,3,middleweight(171-185),0.08999999999999986,0.28999999999999915,0,0.0,0,0
2019-09-28,UFC Fight Night Copenhangen,"Phillips, John",PHI,male,away,sr:competitor:312030,0:00,1,62.5,5,8,0,0.0,0,0,62.5,5,8,"Amedovski, Alen",AME,male,home,sr:competitor:523940,0:00,0,18.18,2,11,0,0.0,0,0,18.18,2,11,1,0:17,ko_tko,3,middleweight(171-185),44.32,44.32,1,0.0,0,0
2019-09-28,UFC Fight Night Copenhangen,"Dalby, Nicolas",DAL,male,home,sr:competitor:250157,0:00,0,36.9,31,84,0,25.0,1,4,52.46,64,122,"Oliveira, Alex",OLI,male,away,sr:competitor:244114,0:00,0,38.3,18,47,0,75.0,3,4,47.69,31,65,3,5:00,decision_unanimous,3,welterweight(156-170),-1.3999999999999986,4.770000000000003,0,-50.0,-2,0
2019-09-28,UFC Fight Night Copenhangen,"Preux, Ovince Saint",PRE,male,away,sr:competitor:253383,0:00,0,29.17,14,48,1,50.0,1,2,37.04,20,54,"Oleksiejczuk, Michal",OLE,male,home,sr:competitor:390292,0:00,0,47.44,37,78,0,0.0,0,0,48.75,39,80,2,2:46,submission,3,light_heavyweight(186-205),-18.269999999999996,-11.71,0,50.0,1,1
2019-09-28,UFC Fight Night Copenhangen,"Cutelaba, Ion",CUT,male,home,sr:competitor:265091,0:00,0,57.69,15,26,0,100.0,4,4,59.26,16,27,"Rountree, Khalil",ROU,male,away,sr:competitor:301658,0:00,0,41.67,5,12,0,0.0,0,0,41.67,5,12,1,2:35,ko_tko,3,light_heavyweight(186-205),16.019999999999996,17.589999999999996,0,100.0,4,0
2019-09-28,UFC Fight Night Copenhangen,"Burns, Gilbert",BUR,male,away,sr:competitor:267851,0:00,0,39.47,30,76,1,33.33,1,3,46.46,46,99,"Nelson, Gunnar",NEL,male,home,sr:competitor:237688,0:00,0,55.56,20,36,0,0.0,0,2,57.78,26,45,3,5:00,decision_unanimous,3,welterweight(156-170),-16.090000000000003,-11.32,0,33.33,1,1
2019-09-28,UFC Fight Night Copenhangen,"Overgaard Madsen, Mark",OVE,male,home,sr:competitor:552131,0:00,0,75.86,22,29,0,50.0,1,2,77.42,24,31,"Belluardo, Danilo",BEL,male,away,sr:competitor:251113,0:00,0,0.0,0,1,0,0.0,0,0,0.0,0,1,1,1:12,ko_tko,3,lightweight(146-155),75.86,77.42,0,50.0,1,0
2019-09-28,UFC Fight Night Copenhangen,"Cannonier, Jared",CAN,male,away,sr:competitor:250133,0:00,1,52.83,28,53,0,0.0,0,0,53.7,29,54,"Hermansson, Jack",HER,male,home,sr:competitor:278283,0:00,0,47.62,20,42,0,16.67,1,6,48.89,22,45,2,0:27,ko_tko,5,middleweight(171-185),5.210000000000001,4.810000000000002,1,-16.67,-1,0
2019-10-18,UFC Fight Night - Boston,"Boser, Tanner",BOS,male,away,sr:competitor:561038,0:00,0,61.59,93,151,0,0.0,0,0,61.59,93,151,"Spitz, Daniel",SPI,male,home,sr:competitor:319219,0:00,0,29.63,32,108,0,0.0,0,0,29.63,32,108,3,5:00,decision_unanimous,3,heavyweight(206-265),31.960000000000004,31.960000000000004,0,0.0,0,0
2019-10-18,UFC Fight Night - Boston,"Allen, Brendan",ALL,male,home,sr:competitor:599908,0:00,0,45.45,10,22,4,66.67,2,3,56.1,23,41,"Holland, Kevin",HOL,male,away,sr:competitor:542073,0:00,0,57.89,22,38,1,100.0,1,1,67.27,37,55,2,3:38,submission,3,middleweight(171-185),-12.439999999999998,-11.169999999999995,0,-33.33,1,3
2019-10-18,UFC Fight Night - Boston,"Brady, Sean",BRA,male,away,sr:competitor:579813,0:00,1,56.67,119,210,0,66.67,2,3,61.67,148,240,"McGee, Court",MCG,male,home,sr:competitor:237674,0:00,0,36.77,107,291,0,0.0,0,6,40.89,128,313,3,5:00,decision_unanimous,3,welterweight(156-170),19.9,20.78,1,66.67,2,0
2019-10-18,UFC Fight Night - Boston,"Costa, Randy",COS,male,home,sr:competitor:563976,0:00,2,50.0,22,44,0,0.0,0,0,51.11,23,45,"Salmon, Boston",SAL,male,away,sr:competitor:511418,0:00,0,54.55,12,22,0,0.0,0,1,61.54,16,26,1,2:15,ko_tko,3,bantamweight(126-135),-4.549999999999997,-10.43,2,0.0,0,0
2019-10-18,UFC Fight Night - Boston,"Woodson, Sean",WOO,male,away,sr:competitor:611646,0:00,0,44.22,111,251,0,0.0,0,0,51.72,150,290,"Bochniak, Kyle",BOC,male,home,sr:competitor:281363,0:00,0,27.81,42,151,0,6.67,1,15,32.3,52,161,3,5:00,decision_unanimous,3,featherweight(136-145),16.41,19.42,0,-6.67,-1,0
2019-10-12,UFC Fight Night - Tampa,"Aldrich, Jj",ALD,female,home,sr:competitor:305006,0:00,0,46.25,74,160,0,50.0,1,2,47.56,78,164,"Mueller, Lauren",MUE,female,away,sr:competitor:426897,0:00,0,36.73,54,147,0,100.0,1,1,39.22,60,153,3,5:00,decision_unanimous,3,flyweight(116-125),9.520000000000003,8.340000000000003,0,-50.0,0,0
2019-10-12,UFC Fight Night - Tampa,"Vettori, Marvin",VET,male,home,sr:competitor:278713,0:00,0,41.46,85,205,0,0.0,0,0,41.75,86,206,"Sanchez, Andrew",SAN,male,away,sr:competitor:304984,0:00,0,21.08,39,185,0,0.0,0,2,21.08,39,185,3,5:00,decision_unanimous,3,middleweight(171-185),20.380000000000003,20.67,0,0.0,0,0
2019-10-12,UFC Fight Night - Tampa,"Baeza, Miguel",BAE,male,home,sr:competitor:598868,0:00,1,57.38,35,61,0,100.0,1,1,57.38,35,61,"Aldana, Hector",ALD,male,away,sr:competitor:449147,0:00,0,19.05,8,42,0,0.0,0,0,19.05,8,42,2,2:32,ko_tko,3,welterweight(156-170),38.33,38.33,1,100.0,1,0
2019-10-12,UFC Fight Night - Tampa,"Vera, Marlon",VER,male,home,sr:competitor:245495,0:00,0,60.15,80,133,2,0.0,0,1,62.14,87,140,"Ewell, Andre",EWE,male,away,sr:competitor:501748,0:00,0,38.17,50,131,0,0.0,0,1,45.27,67,148,3,3:17,ko_tko,3,bantamweight(126-135),21.979999999999997,16.869999999999997,0,0.0,0,2
2019-10-12,UFC Fight Night - Tampa,"Figueiredo, Deiveson",FIG,male,home,sr:competitor:340506,0:00,0,61.54,8,13,1,0.0,0,1,61.54,8,13,"Elliott, Tim",ELL,male,away,sr:competitor:303538,0:00,0,68.42,26,38,0,33.33,1,3,73.33,33,45,1,3:08,submission,3,flyweight(116-125),-6.880000000000003,-11.79,0,-33.33,-1,1
2019-10-12,UFC Fight Night - Tampa,"Morono, Alex",MOR,male,away,sr:competitor:290252,0:00,1,36.0,81,225,0,0.0,0,5,33.33,87,261,"Griffin, Max",GRI,male,home,sr:competitor:278711,0:00,0,45.18,75,166,0,400.0,4,1,49.74,94,189,3,5:00,decision_unanimous,3,welterweight(156-170),-9.18,-16.410000000000004,1,-400.0,-4,0
2019-10-12,UFC Fight Night - Tampa,"Davis, Mike",DAV,male,home,sr:competitor:463611,0:00,2,62.61,139,222,0,100.0,2,2,62.95,141,224,"Gifford, Thomas",GIF,male,away,sr:competitor:567159,0:00,0,36.36,88,242,0,0.0,0,2,36.63,89,243,3,4:45,ko_tko,3,lightweight(146-155),26.25,26.32,2,100.0,2,0
2019-10-12,UFC Fight Night - Tampa,"Spann, Ryan",SPA,male,home,sr:competitor:449135,0:00,0,35.42,17,48,1,0.0,0,1,35.42,17,48,"Clark, Devin",CLA,male,away,sr:competitor:269753,0:00,0,45.95,17,37,0,100.0,2,2,52.38,22,42,2,2:01,submission,3,light_heavyweight(186-205),-10.530000000000001,-16.96,0,-100.0,-2,1
2019-11-02,UFC 244 - New York City,"Dawodu, Hakeem",DAW,male,away,sr:competitor:419865,0:00,0,39.57,55,139,0,0.0,0,0,48.82,83,170,"Arce, Julio",ARC,male,home,sr:competitor:405705,0:00,0,25.81,32,124,0,33.33,1,3,39.51,64,162,3,5:00,decision_split,3,featherweight(136-145),13.760000000000002,9.310000000000002,0,-33.33,-1,0
2019-11-02,UFC 244 - New York City,"Good, Lyman",GOO,male,home,sr:competitor:359232,0:00,1,50.75,68,134,0,0.0,0,0,51.41,73,142,"Rencountre, Chance",REN,male,away,sr:competitor:444729,0:00,0,27.71,23,83,0,0.0,0,1,27.06,23,85,3,2:03,ko_tko,3,welterweight(156-170),23.04,24.349999999999998,1,0.0,0,0
2019-11-02,UFC 244 - New York City,"Chookagian, Katlyn",CHO,female,home,sr:competitor:269763,0:00,0,40.56,73,180,0,0.0,0,1,50.23,109,217,"Maia, Jennifer",MAI,female,away,sr:competitor:542105,0:00,0,25.11,58,231,0,50.0,1,2,29.84,74,248,3,5:00,decision_unanimous,3,flyweight(116-125),15.450000000000003,20.389999999999997,0,-50.0,-1,0
2019-12-07,UFC Fight Night - Washington,"Muradov, Makhmud",MUR,male,home,sr:competitor:564602,0:00,1,49.73,91,183,1,100.0,1,1,49.73,91,183,"Smith, Trevor",SMI,male,away,sr:competitor:244094,0:00,0,40.63,39,96,0,0.0,0,1,40.63,39,96,3,4:09,ko_tko,3,light_heavyweight(186-205),9.099999999999994,9.099999999999994,1,100.0,1,1
2019-12-07,UFC Fight Night - Washington,"Jandiroba, Virna",JAN,female,home,sr:competitor:399229,0:00,0,35.0,7,20,3,75.0,3,4,57.14,20,35,"Martin, Mallory",MAR,female,away,sr:competitor:324141,0:00,0,30.0,9,30,0,0.0,0,0,43.59,17,39,2,1:16,submission,3,strawweight(106-115),5.0,13.549999999999997,0,75.0,3,3
2019-12-07,UFC Fight Night - Washington,"Solecki, Joseph",SOL,male,home,sr:competitor:599872,0:00,0,80.0,56,70,0,80.0,4,5,81.57,177,217,"Wiman, Matt",WIM,male,away,sr:competitor:511500,0:00,0,45.45,10,22,0,0.0,0,0,60.61,20,33,3,5:00,decision_unanimous,3,lightweight(146-155),34.55,20.959999999999994,0,80.0,4,0
2019-12-14,UFC 245 - Las Vegas,"Soriano, Punahele",SOR,male,home,sr:competitor:595922,0:00,2,59.09,26,44,0,100.0,1,1,56.52,26,46,"Piechota, Oskar",PIE,male,away,sr:competitor:542127,0:00,0,47.06,8,17,0,0.0,0,0,55.0,11,20,1,3:17,ko_tko,3,middleweight(171-185),12.030000000000001,1.5200000000000031,2,100.0,1,0
2019-12-14,UFC 245 - Las Vegas,"Eye, Jessica",EYE,female,home,sr:competitor:258363,0:00,0,50.0,98,196,0,0.0,0,1,50.51,100,198,"Araujo, Viviane",ARA,female,away,sr:competitor:579365,0:00,0,45.9,56,122,0,28.57,2,7,51.11,69,135,3,5:00,decision_unanimous,3,featherweight(136-145),4.100000000000001,-0.6000000000000014,0,-28.57,-2,0
2019-12-21,UFC Fight Night - Busan,"Heili, Alateng",HEI,male,home,sr:competitor:625530,0:00,0,38.79,45,116,0,30.77,4,13,46.94,69,147,"Benoit, Ryan",BEN,male,away,sr:competitor:275449,0:00,0,53.03,70,132,0,0.0,0,1,57.53,84,146,3,5:00,decision_split,3,bantamweight(126-135),-14.240000000000002,-10.590000000000003,0,30.77,4,0
2019-12-21,UFC Fight Night - Busan,"Lemos, Amanda",LEM,female,away,sr:competitor:355570,0:00,0,72.73,8,11,1,100.0,1,1,87.5,14,16,"Granger, Miranda",GRA,female,home,sr:competitor:613516,0:00,0,57.14,4,7,0,0.0,0,0,55.56,5,9,1,3:43,submission,3,strawweight(106-115),15.590000000000003,31.939999999999998,0,100.0,1,1
2019-12-21,UFC Fight Night - Busan,"Barcelos, Raoni",BAR,male,home,sr:competitor:456577,0:00,0,42.0,42,100,0,40.0,2,5,46.43,52,112,"Nurmagomedov, Said",NUR,male,away,sr:competitor:456575,0:00,0,31.98,55,172,0,0.0,0,2,38.5,77,200,3,5:00,decision_unanimous,3,bantamweight(126-135),10.02,7.93,0,40.0,2,0
2019-12-21,UFC Fight Night - Busan,"Pantoja, Alexandre",PAN,male,home,sr:competitor:312032,0:00,1,54.84,34,62,0,100.0,1,1,56.25,36,64,"Schnell, Matt",SCH,male,away,sr:competitor:303100,0:00,0,38.46,20,52,0,0.0,0,1,51.47,35,68,1,4:16,ko_tko,3,flyweight(116-125),16.380000000000003,4.780000000000001,1,100.0,1,0
2019-12-21,UFC Fight Night - Busan,"Morales Ferrer, Omar Antonio",MOF,male,away,sr:competitor:489672,0:00,1,35.96,32,89,0,100.0,1,1,48.78,60,123,"MA, Dong Hyun",DON,male,home,sr:competitor:610336,0:00,0,26.79,15,56,0,0.0,0,0,33.33,21,63,3,5:00,decision_unanimous,3,lightweight(146-155),9.170000000000002,15.450000000000003,1,100.0,1,0
2019-12-21,UFC Fight Night - Busan,"Choi, Seungwoo",CHO,male,home,sr:competitor:567141,0:00,1,69.1,123,178,0,0.0,0,0,70.1,143,204,"Mokhtarian, Suman",MOK,male,away,sr:competitor:520212,0:00,0,44.0,33,75,0,0.0,0,1,59.62,62,104,3,5:00,decision_unanimous,3,featherweight(136-145),25.099999999999994,10.479999999999997,1,0.0,0,0
