date,competition,winner,winner_abbreviation,winner_gender,winner_qualifier,winner_id,winner_control,winner_knockdowns,winner_significant_strike_percentage,winner_significant_strikes,winner_significant_strikes_attempted,winner_submission_attempts,winner_takedown_percentage,winner_takedowns,winner_takedowns_attempted,winner_total_strike_percentage,winner_total_strikes,winner_total_strikes_attempted,loser,loser_abbreviation,loser_gender,loser_qualifier,loser_id,loser_control,loser_knockdowns,loser_significant_strike_percentage,loser_significant_strikes,loser_significant_strikes_attempted,loser_submission_attempts,loser_takedown_percentage,loser_takedowns,loser_takedowns_attempted,loser_total_strike_percentage,loser_total_strikes,loser_total_strikes_attempted,final_round,final_round_length,method,scheduled_length,weight_class,strike_accuracy_diff ,total_strike_accuracy_diff  ,knockdowns_diff,takedown_accuracy_diff,takedowns_diff,submission_attempts_diff
2024-03-16,UFC Fight Night: Tuivasa vs. Tybura,"Silva, Danny",SIL,male,away,sr:competitor:1036207,05:28,0,42.06,45,107,1,44.44,4,9,47.06,56,119,"Culibao, Joshua",CUL,male,home,sr:competitor:680079,00:03,0,43.07,87,202,0,0.0,0,4,43.41,89,205,3,5:00,decision_split,3,featherweight(136-145),-1.009999999999998,3.6500000000000057,0,44.44,4,1
2024-03-16,UFC Fight Night: Tuivasa vs. Tybura,"Filho, Jafel",FIL,male,home,sr:competitor:940949,03:21,0,60.0,21,35,2,100.0,1,1,65.15,43,66,"Osbourne, Ode",OSB,male,away,sr:competitor:599890,00:04,0,0.0,0,5,0,0.0,0,0,0.0,0,5,1,4:27,submission,3,flyweight(116-125),60.0,65.15,0,100.0,1,2
2024-03-16,UFC Fight Night: Tuivasa vs. Tybura,"Chandler, Chelsea",CHA,female,away,sr:competitor:424927,07:02,0,44.62,58,130,0,100.0,2,2,56.82,100,176,"Nunes, Josiane",NUN,female,home,sr:competitor:786756,00:26,0,44.76,47,105,0,0.0,0,0,45.37,49,108,3,5:00,decision_unanimous,3,bantamweight(126-135),-0.14000000000000057,11.450000000000003,0,100.0,2,0
2024-03-16,UFC Fight Night: Tuivasa vs. Tybura,"Davis, Mike",DAV,male,away,sr:competitor:463611,05:11,1,42.86,3,7,1,0.0,0,0,66.67,10,15,"Levy, Natan",LEV,male,home,sr:competitor:757850,00:34,0,88.89,8,9,0,100.0,1,1,90.0,18,20,2,1:43,submission,3,lightweight(146-155),-46.03,-23.33,1,-100.0,-1,1
2024-03-16,UFC Fight Night: Tuivasa vs. Tybura,"Meerschaert, Gerald",MEE,male,home,sr:competitor:304978,05:03,0,64.71,11,17,2,42.86,3,7,83.33,30,36,"Barberena, Bryan",BAR,male,away,sr:competitor:242410,00:03,0,32.43,12,37,0,0.0,0,0,50.0,25,50,2,4:23,submission,3,middleweight(171-185),32.279999999999994,33.33,0,42.86,3,2
2024-03-16,UFC Fight Night: Tuivasa vs. Tybura,"Chiasson, Macy",CHI,female,away,sr:competitor:542017,02:28,0,40.0,4,10,1,100.0,2,2,45.45,5,11,"Kianzad, Pannie",KIA,female,home,sr:competitor:542081,00:52,0,33.33,2,6,0,50.0,1,2,82.86,29,35,1,3:54,submission,3,bantamweight(126-135),6.670000000000002,-37.41,0,50.0,1,1
2024-03-23,UFC Fight Night: Ribas vs. Namajunas,"Parkin, Michael",PAR,male,away,sr:competitor:928581,0:00,0,48.0,72,150,0,0.0,0,0,48.0,72,150,"Usman, Mohammed",USM,male,home,sr:competitor:790610,0:00,0,34.13,57,167,0,0.0,0,0,33.93,57,168,3,5:00,decision_unanimous,3,heavyweight(206-265),13.869999999999997,14.07,0,0.0,0,0
2024-03-23,UFC Fight Night: Ribas vs. Namajunas,"Lima, Andre (Bra)",LIM,male,away,sr:competitor:1063894,00:24,0,51.72,30,58,2,50.0,1,2,57.58,38,66,"Da Silva Severino, Igor",DA,male,home,sr:competitor:1026709,03:00,0,46.15,36,78,0,55.56,5,9,47.06,40,85,2,2:52,disqualified,3,flyweight(116-125),5.57,10.519999999999996,0,-5.560000000000002,-4,2
2024-03-30,UFC Fight Night: Blanchfield vs Fiorot,"Loughran, Caolan",LOU,male,away,sr:competitor:1038089,04:42,0,52.24,140,268,0,75.0,3,4,51.75,148,286,"Pacheco, Angel",PAC,male,home,sr:competitor:1037679,00:09,0,37.61,88,234,0,0.0,0,0,39.42,95,241,3,5:00,decision_unanimous,3,bantamweight(126-135),14.630000000000003,12.329999999999998,0,75.0,3,0
2024-03-30,UFC Fight Night: Blanchfield vs Fiorot,"Malkoun, Jacob",MAL,male,away,sr:competitor:748285,00:32,0,50.0,20,40,0,0.0,0,3,51.22,21,41,"Petroski, Andre",PET,male,home,sr:competitor:753441,00:13,0,30.95,13,42,0,50.0,1,2,30.23,13,43,2,0:39,ko_tko,3,middleweight(171-185),19.05,20.99,0,-50.0,-1,0
2024-03-30,UFC Fight Night: Blanchfield vs Fiorot,"Aslan, Ibo",ASL,male,home,sr:competitor:990263,00:01,1,41.11,74,180,0,0.0,0,0,41.53,76,183,"Turkalj, Anton",TUR,male,away,sr:competitor:839386,00:18,0,35.03,55,157,0,0.0,0,8,35.8,58,162,3,1:32,ko_tko,3,light_heavyweight(186-205),6.079999999999998,5.730000000000004,1,0.0,0,0
2024-03-02,UFC Fight Night: Rozenstruik vs. Gaziev,"Radzhabov, Loik",RAD,male,away,sr:competitor:612604,01:27,1,43.33,39,90,0,80.0,4,5,49.57,57,115,"Alselwady, Abdul Kareem",ALS,male,home,sr:competitor:1026581,02:44,0,55.88,38,68,0,42.86,3,7,59.52,50,84,3,0:49,ko_tko,3,lightweight(146-155),-12.550000000000004,-9.950000000000003,1,37.14,1,0
2024-03-02,UFC Fight Night: Rozenstruik vs. Gaziev,"Klein, Ludovit",KLE,male,home,sr:competitor:587495,00:27,1,65.93,60,91,0,66.67,2,3,66.32,63,95,"Cunningham, AJ",CUN,male,away,sr:competitor:1051217,00:26,0,48.0,36,75,0,0.0,0,0,46.75,36,77,1,4:36,ko_tko,3,lightweight(146-155),17.930000000000007,19.569999999999993,1,66.67,2,0
2024-03-02,UFC Fight Night: Rozenstruik vs. Gaziev,"Duncan, Christian",DUN,male,home,sr:competitor:525155,02:15,0,70.65,65,92,0,50.0,1,2,71.43,75,105,"Ribeiro, Claudio",RIB,male,away,sr:competitor:909501,01:03,0,15.38,4,26,0,0.0,0,0,33.33,13,39,2,1:57,ko_tko,3,middleweight(171-185),55.27,38.10000000000001,0,50.0,1,0
2024-03-02,UFC Fight Night: Rozenstruik vs. Gaziev,"Zahabi, Aiemann",ZAH,male,home,sr:competitor:316729,00:13,0,43.1,75,174,0,0.0,0,0,43.75,77,176,"Basharat, Javid",BAS,male,away,sr:competitor:377538,0:00,0,32.68,67,205,0,0.0,0,4,32.68,67,205,3,5:00,decision_unanimous,3,bantamweight(126-135),10.420000000000002,11.07,0,0.0,0,0
2024-03-02,UFC Fight Night: Rozenstruik vs. Gaziev,"de Oliveira, Vinicius",DE,male,home,sr:competitor:1036197,01:36,1,46.53,67,144,0,50.0,2,4,51.76,88,170,"Sopaj, Bernardo",SOP,male,away,sr:competitor:1110129,04:28,0,52.33,45,86,0,75.0,3,4,63.01,92,146,3,4:41,ko_tko,3,bantamweight(126-135),-5.799999999999997,-11.25,1,-25.0,-1,0
2024-03-02,UFC Fight Night: Rozenstruik vs. Gaziev,"Anders, Eryk",AND,male,home,sr:competitor:359234,10:08,0,38.98,23,59,0,38.46,5,13,56.46,83,147,"Pickett, Jamie",PIC,male,away,sr:competitor:511424,00:16,1,36.36,20,55,0,0.0,0,0,40.63,26,64,3,5:00,decision_unanimous,3,middleweight(171-185),2.6199999999999974,15.829999999999998,-1,38.46,5,0
2024-03-02,UFC Fight Night: Rozenstruik vs. Gaziev,"Erceg, Steve",ERC,male,away,sr:competitor:909471,00:05,1,47.22,34,72,0,0.0,0,1,47.22,34,72,"Schnell, Matt",SCH,male,home,sr:competitor:303100,0:00,0,28.21,22,78,0,0.0,0,0,29.76,25,84,2,0:26,ko_tko,3,flyweight(116-125),19.009999999999998,17.459999999999997,1,0.0,0,0
2024-03-02,UFC Fight Night: Rozenstruik vs. Gaziev,"Nurmagomedov, Umar",NUR,male,home,sr:competitor:497764,11:26,0,69.39,68,98,0,100.0,5,5,73.6,145,197,"Almakhan, Bekzat",ALM,male,away,sr:competitor:1102975,00:34,1,18.75,3,16,0,0.0,0,0,20.0,5,25,3,5:00,decision_unanimous,3,bantamweight(126-135),50.64,53.599999999999994,-1,100.0,5,0
2024-03-02,UFC Fight Night: Rozenstruik vs. Gaziev,"Mokaev, Muhammad",MOK,male,away,sr:competitor:871341,04:29,0,45.19,47,104,0,15.0,3,20,47.06,56,119,"Perez, Alex",PER,male,home,sr:competitor:399179,03:44,0,34.48,30,87,0,0.0,0,0,41.23,47,114,3,5:00,decision_unanimous,3,flyweight(116-125),10.71,5.830000000000005,0,15.0,3,0
2024-03-02,UFC Fight Night: Rozenstruik vs. Gaziev,"Petrino, Vitor",PET,male,home,sr:competitor:932423,05:24,0,36.0,27,75,0,60.0,3,5,40.24,33,82,"Pedro, Tyson",PED,male,away,sr:competitor:301660,00:10,0,50.0,30,60,0,0.0,0,2,51.56,33,64,3,5:00,decision_unanimous,3,light_heavyweight(186-205),-14.0,-11.32,0,60.0,3,0
2024-03-02,UFC Fight Night: Rozenstruik vs. Gaziev,"Rozenstruik, Jairzinho",ROZ,male,home,sr:competitor:542143,00:01,0,59.07,127,215,0,0.0,0,1,60.87,140,230,"Gaziev, Shamil",GAZ,male,away,sr:competitor:1026697,04:32,0,32.35,22,68,0,14.29,1,7,36.0,27,75,4,5:00,ko_tko,5,heavyweight(206-265),26.72,24.869999999999997,0,-14.29,-1,0
2024-05-04,UFC 301: Pantoja vs. Erceg,"Costa, Alessandro",COS,male,home,sr:competitor:909465,00:43,1,53.49,46,86,0,0.0,0,2,57.69,60,104,"Borjas, Kevin",BOR,male,away,sr:competitor:1026743,0:00,0,32.14,18,56,0,0.0,0,2,32.14,18,56,2,1:35,ko_tko,3,flyweight(116-125),21.35,25.549999999999997,1,0.0,0,0
2024-05-04,UFC 301: Pantoja vs. Erceg,"Bonfim, Ismael",BON,male,home,sr:competitor:932435,00:30,0,51.39,111,216,0,50.0,1,2,51.61,112,217,"Pichel, Vinc",PIC,male,away,sr:competitor:342088,00:29,0,42.96,61,142,0,50.0,1,2,43.54,64,147,3,5:00,decision_unanimous,3,lightweight(146-155),8.43,8.07,0,0.0,0,0
2024-05-04,UFC 301: Pantoja vs. Erceg,"Barbosa, Dione",BAR,female,home,sr:competitor:1052189,03:51,0,54.93,39,71,1,18.18,2,11,70.16,87,124,"Kareckaite, Ernesta",KAR,female,away,sr:competitor:1055781,03:25,0,33.97,53,156,0,100.0,1,1,45.45,100,220,3,5:00,decision_unanimous,3,flyweight(116-125),20.96,24.709999999999994,0,-81.82,1,1
2024-05-04,UFC 301: Pantoja vs. Erceg,"Ruffy, Mauricio",RUF,male,home,sr:competitor:1041963,00:04,1,62.5,25,40,0,0.0,0,1,62.5,25,40,"Mullarkey, Jamie",MUL,male,away,sr:competitor:637206,0:00,0,36.84,14,38,0,0.0,0,0,36.84,14,38,1,4:42,ko_tko,3,lightweight(146-155),25.659999999999997,25.659999999999997,1,0.0,0,0
2024-04-27,UFC Fight Night: Nicolau vs. Perez,"Maheshate, Hayisaer",MAH,male,away,sr:competitor:847506,00:03,0,31.09,97,312,0,0.0,0,0,31.09,97,312,"Benitez, Gabriel",BEN,male,home,sr:competitor:285669,0:00,0,41.02,121,295,0,0.0,0,0,40.88,121,296,3,5:00,decision_split,3,lightweight(146-155),-9.930000000000003,-9.790000000000003,0,0.0,0,0
2024-04-27,UFC Fight Night: Nicolau vs. Perez,"Petrovic, Ivana",PET,male,home,sr:competitor:1011321,05:37,0,49.32,36,73,1,75.0,3,4,67.33,101,150,"Liang, Na",LIA,female,away,sr:competitor:397250,02:51,0,46.15,24,52,0,50.0,1,2,55.06,49,89,3,1:29,submission,3,flyweight(116-125),3.1700000000000017,12.269999999999996,0,25.0,2,1
2024-04-27,UFC Fight Night: Nicolau vs. Perez,"Padilla, Christopher",PAD,male,away,sr:competitor:1126845,01:20,0,46.15,12,26,1,100.0,3,3,48.28,14,29,"Llontop, James",LLO,male,home,sr:competitor:1029227,0:00,0,47.5,19,40,0,0.0,0,0,47.5,19,40,1,4:33,submission,3,lightweight(146-155),-1.3500000000000014,0.7800000000000011,0,100.0,3,1
2024-04-27,UFC Fight Night: Nicolau vs. Perez,"Souza, Ketlen",SOU,female,away,sr:competitor:1010977,03:11,0,68.97,80,116,0,50.0,1,2,70.45,93,132,"Mann, Marnic",MAN,female,home,sr:competitor:938361,02:54,0,40.26,31,77,1,40.0,2,5,69.81,111,159,3,5:00,decision_unanimous,3,strawweight(106-115),28.71,0.6400000000000006,0,10.0,-1,-1
2024-04-27,UFC Fight Night: Nicolau vs. Perez,"Mayes, Dontale",MAY,male,home,sr:competitor:465479,00:36,1,36.61,67,183,0,0.0,0,0,38.42,73,190,"Machado, Caio",MAC,male,away,sr:competitor:909487,0:00,0,47.8,76,159,0,0.0,0,0,48.13,77,160,3,5:00,decision_unanimous,3,heavyweight(206-265),-11.189999999999998,-9.71,1,0.0,0,0
2024-04-27,UFC Fight Night: Nicolau vs. Perez,"Hubbard, Austin",HUB,male,home,sr:competitor:573959,00:48,0,42.72,88,206,0,42.86,3,7,45.0,99,220,"Figlak, Michal",FIG,male,away,sr:competitor:935049,01:37,0,43.81,92,210,0,0.0,0,3,45.87,100,218,3,5:00,decision_unanimous,3,lightweight(146-155),-1.0900000000000034,-0.8699999999999974,0,42.86,3,0
2024-04-27,UFC Fight Night: Nicolau vs. Perez,"Henry, Victor",HEN,male,away,sr:competitor:621768,03:09,2,53.17,109,205,0,0.0,0,2,57.69,150,260,"Yahya, Rani",YAH,male,home,sr:competitor:269773,00:48,0,49.54,54,109,0,0.0,0,10,50.45,56,111,3,2:36,ko_tko,3,bantamweight(126-135),3.6300000000000026,7.239999999999995,2,0.0,0,0
2024-04-27,UFC Fight Night: Nicolau vs. Perez,"Medic, Uros",MED,male,away,sr:competitor:733441,00:04,1,58.33,7,12,0,0.0,0,1,68.75,11,16,"Means, Tim",MEA,male,home,sr:competitor:278265,01:18,0,41.18,7,17,0,0.0,0,3,47.62,10,21,1,2:09,ko_tko,3,welterweight(156-170),17.15,21.130000000000003,1,0.0,0,0
2024-04-27,UFC Fight Night: Nicolau vs. Perez,"Onama, David",ONA,male,away,sr:competitor:848913,02:15,0,55.77,58,104,1,0.0,0,1,57.39,66,115,"Pearce, Jonathan",PEA,male,home,sr:competitor:599882,04:49,0,44.19,57,129,1,35.71,5,14,52.73,87,165,3,5:00,decision_unanimous,3,featherweight(136-145),11.580000000000005,4.660000000000004,0,-35.71,-5,0
2024-06-22,UFC Fight Night: Whittaker vs. Aliskerov,"Lee, Chang Ho",LEE,male,away,sr:competitor:1000835,01:48,0,70.59,84,119,0,22.22,2,9,75.88,173,228,"Long, Xiao",LON,male,home,sr:competitor:847514,06:19,0,66.02,68,103,0,40.0,2,5,72.19,135,187,3,5:00,decision_split,3,bantamweight(126-135),4.570000000000007,3.6899999999999977,0,-17.78,0,0
2024-06-22,UFC Fight Night: Whittaker vs. Aliskerov,"Gadzhiyasulov, Magomed",GAD,male,home,sr:competitor:1033341,09:59,0,66.67,26,39,0,100.0,5,5,68.89,93,135,"Ribeiro, Brendson",RIB,male,away,sr:competitor:1015847,01:56,0,48.57,17,35,1,50.0,3,6,56.86,29,51,3,5:00,decision_majority,3,light_heavyweight(186-205),18.1,12.030000000000001,0,50.0,2,-1
2024-06-22,UFC Fight Night: Whittaker vs. Aliskerov,"Gafurov, Muin",GAF,male,away,sr:competitor:290272,06:38,0,66.2,47,71,0,33.33,1,3,76.39,110,144,"Kang, Kyung Ho",KAN,male,home,sr:competitor:402741,04:56,0,34.29,12,35,0,27.27,3,11,78.29,119,152,3,5:00,decision_unanimous,3,bantamweight(126-135),31.910000000000004,-1.9000000000000057,0,6.059999999999999,-2,0
2024-06-22,UFC Fight Night: Whittaker vs. Aliskerov,"Fakhretdinov, Rinat",FAK,male,home,sr:competitor:890665,06:17,0,50.75,68,134,0,45.45,5,11,57.23,99,173,"Dalby, Nicolas",DAL,male,away,sr:competitor:250157,03:57,0,49.25,66,134,0,0.0,0,4,63.08,123,195,3,5:00,decision_split,3,welterweight(156-170),1.5,-5.850000000000001,0,45.45,5,0
2024-06-22,UFC Fight Night: Whittaker vs. Aliskerov,"Lima, Felipe",LIM,male,away,sr:competitor:1148111,01:06,0,52.86,37,70,1,50.0,1,2,63.27,62,98,"Naimov, Muhammadjon",NAI,male,home,sr:competitor:742871,02:36,0,35.29,30,85,0,20.0,1,5,45.83,55,120,3,1:15,submission,3,featherweight(136-145),17.57,17.440000000000005,0,30.0,0,1
2024-06-22,UFC Fight Night: Whittaker vs. Aliskerov,"Haqparast, Nasrat",HAQ,male,home,sr:competitor:542069,00:03,0,46.2,146,316,0,0.0,0,0,47.27,156,330,"Gordon, Jared",GOR,male,away,sr:competitor:333581,02:49,0,47.16,141,299,0,0.0,0,13,50.3,170,338,3,5:00,decision_split,3,lightweight(146-155),-0.9599999999999937,-3.029999999999994,0,0.0,0,0
2024-06-22,UFC Fight Night: Whittaker vs. Aliskerov,"Oezdemir, Volkan",OEZ,male,away,sr:competitor:542115,00:06,2,55.22,37,67,0,0.0,0,0,55.22,37,67,"Walker, Johnny",WAL,male,home,sr:competitor:511852,0:00,0,45.45,15,33,0,0.0,0,0,45.45,15,33,1,2:28,ko_tko,3,light_heavyweight(186-205),9.769999999999996,9.769999999999996,2,0.0,0,0
2024-06-22,UFC Fight Night: Whittaker vs. Aliskerov,"Magomedov, Sharabutdin",MAG,male,home,sr:competitor:987331,00:17,1,75.93,82,108,0,0.0,0,0,79.41,108,136,"Trocoli, Antonio",TRO,male,away,sr:competitor:599876,04:42,0,47.06,16,34,0,0.0,0,7,50.65,39,77,3,2:27,ko_tko,3,middleweight(171-185),28.870000000000005,28.759999999999998,1,0.0,0,0
2024-06-22,UFC Fight Night: Whittaker vs. Aliskerov,"Gastelum, Kelvin",GAS,male,home,sr:competitor:268061,02:47,0,47.06,112,238,0,100.0,4,4,49.2,123,250,"Rodriguez, Daniel",ROD,male,away,sr:competitor:608632,0:00,0,47.92,127,265,0,0.0,0,0,48.35,132,273,3,5:00,decision_unanimous,3,middleweight(171-185),-0.8599999999999994,0.8500000000000014,0,100.0,4,0
2024-06-22,UFC Fight Night: Whittaker vs. Aliskerov,"Volkov, Alexander",VOL,male,away,sr:competitor:542161,0:00,0,52.2,83,159,0,0.0,0,0,51.88,83,160,"Pavlovich, Sergei",PAV,male,home,sr:competitor:515358,00:15,0,34.33,46,134,0,0.0,0,1,34.33,46,134,3,5:00,decision_unanimous,3,heavyweight(206-265),17.870000000000005,17.550000000000004,0,0.0,0,0
2024-06-22,UFC Fight Night: Whittaker vs. Aliskerov,"Whittaker, Robert",WHI,male,home,sr:competitor:253377,00:03,1,66.67,14,21,0,0.0,0,0,66.67,14,21,"Aliskerov, Ikram",ALI,male,away,sr:competitor:938353,0:00,0,33.33,5,15,0,0.0,0,0,33.33,5,15,1,1:49,ko_tko,5,middleweight(171-185),33.34,33.34,1,0.0,0,0
2024-05-11,UFC Fight Night: Lewis vs. Nascimento,"Hardy, Veronica",HAR,female,away,sr:competitor:283225,00:01,0,46.15,36,78,0,0.0,0,0,61.06,69,113,"Aldrich, Jj",ALD,female,home,sr:competitor:305006,05:09,0,42.86,27,63,0,0.0,0,2,50.0,38,76,3,5:00,decision_unanimous,3,flyweight(116-125),3.289999999999999,11.060000000000002,0,0.0,0,0
2024-05-11,UFC Fight Night: Lewis vs. Nascimento,"Johnson, Charles",JOH,male,home,sr:competitor:894241,00:19,1,41.67,70,168,0,0.0,0,0,46.81,88,188,"Hadley, Jake",HAD,male,away,sr:competitor:563346,02:12,0,37.5,48,128,0,0.0,0,11,38.46,50,130,3,5:00,decision_unanimous,3,flyweight(116-125),4.170000000000002,8.350000000000001,1,0.0,0,0
2024-05-11,UFC Fight Night: Lewis vs. Nascimento,"Waters, Trey",WAT,male,away,sr:competitor:936061,0:00,0,42.67,96,225,1,0.0,0,1,45.34,107,236,"Goff, Billy",GOF,male,home,sr:competitor:536679,04:06,0,46.59,116,249,0,8.33,1,12,48.68,129,265,3,5:00,decision_unanimous,3,welterweight(156-170),-3.9200000000000017,-3.3399999999999963,0,-8.33,-1,1
2024-05-11,UFC Fight Night: Lewis vs. Nascimento,"Ricci, Tabatha",RIC,female,home,sr:competitor:800738,05:15,0,37.76,54,143,0,10.0,1,10,50.54,94,186,"Pennington, Tecia",PEN,female,away,sr:competitor:237732,00:04,0,36.53,80,219,0,0.0,0,2,39.83,92,231,3,5:00,decision_split,3,strawweight(106-115),1.2299999999999969,10.71,0,10.0,1,0
2024-05-11,UFC Fight Night: Lewis vs. Nascimento,"Ribovics, Esteban",RIB,male,away,sr:competitor:909499,0:00,1,41.67,5,12,0,0.0,0,0,41.67,5,12,"McKinney, Terrance",MCK,male,home,sr:competitor:608558,0:00,0,27.78,5,18,0,0.0,0,0,27.78,5,18,1,0:37,ko_tko,3,lightweight(146-155),13.89,13.89,1,0.0,0,0
2024-05-11,UFC Fight Night: Lewis vs. Nascimento,"Hooper, Chase",HOO,male,home,sr:competitor:463619,06:03,1,56.88,62,109,2,100.0,1,1,59.45,129,217,"Borshchev, Viacheslav",BOR,male,away,sr:competitor:878383,00:01,0,33.33,2,6,0,0.0,0,0,33.33,2,6,2,3:00,submission,3,lightweight(146-155),23.550000000000004,26.120000000000005,1,100.0,1,2
2024-05-11,UFC Fight Night: Lewis vs. Nascimento,"Cortes-Acosta, Waldo",COR,male,home,sr:competitor:855381,09:49,0,51.49,52,101,1,75.0,3,4,63.73,130,204,"Despaigne, Robelis",DES,male,away,sr:competitor:1096749,00:19,0,50.0,26,52,0,0.0,0,0,47.46,28,59,3,5:00,decision_unanimous,3,heavyweight(206-265),1.490000000000002,16.269999999999996,0,75.0,3,1
2024-05-11,UFC Fight Night: Lewis vs. Nascimento,"Woodson, Sean",WOO,male,away,sr:competitor:611646,0:00,0,44.69,101,226,0,0.0,0,0,44.69,101,226,"Caceres, Alex",CAC,male,home,sr:competitor:261809,00:12,0,41.62,82,197,0,0.0,0,0,42.5,85,200,3,5:00,decision_unanimous,3,featherweight(136-145),3.0700000000000003,2.1899999999999977,0,0.0,0,0
2024-05-18,UFC Fight Night: Barboza vs. Murphy,"Demopoulos, Vanessa",DEM,female,home,sr:competitor:733467,0:00,0,37.2,109,293,0,0.0,0,3,40.51,126,311,"Ducote, Emily",DUC,female,away,sr:competitor:303206,00:46,0,66.82,143,214,0,0.0,0,0,67.43,147,218,3,5:00,decision_split,3,strawweight(106-115),-29.61999999999999,-26.92000000000001,0,0.0,0,0
2024-05-18,UFC Fight Night: Barboza vs. Murphy,"Heili, Alateng",HEI,male,home,sr:competitor:625530,08:16,0,30.51,18,59,0,75.0,3,4,58.47,107,183,"Rodrigues, Kleydson",ROD,male,away,sr:competitor:820056,00:30,0,42.05,37,88,0,0.0,0,1,55.56,70,126,3,5:00,decision_unanimous,3,bantamweight(126-135),-11.539999999999996,2.9099999999999966,0,75.0,3,0
2024-05-18,UFC Fight Night: Barboza vs. Murphy,"Carnelossi, Ariane",CAR,female,away,sr:competitor:604354,0:00,0,32.65,16,49,0,0.0,0,0,51.69,46,89,"Rodriguez, Piera",ROD,female,home,sr:competitor:843568,03:53,1,49.38,40,81,0,50.0,1,2,50.0,51,102,2,3:16,disqualified,3,strawweight(106-115),-16.730000000000004,1.6899999999999977,-1,-50.0,-1,0
2024-05-18,UFC Fight Night: Barboza vs. Murphy,"Magomedov, Abusupiyan",MAG,male,home,sr:competitor:457841,11:56,0,50.0,22,44,0,85.71,6,7,58.33,98,168,"Alves, Warlley",ALV,male,away,sr:competitor:257359,00:37,0,42.11,16,38,0,0.0,0,0,43.59,17,39,3,5:00,decision_unanimous,3,middleweight(171-185),7.890000000000001,14.739999999999995,0,85.71,6,0
2024-05-18,UFC Fight Night: Barboza vs. Murphy,"Gatto, Melissa",GAT,female,away,sr:competitor:566749,06:58,0,57.69,30,52,1,100.0,2,2,73.62,120,163,"Vidal, Tamires",VID,female,home,sr:competitor:941223,00:53,0,51.72,15,29,1,0.0,0,0,75.76,50,66,3,0:37,ko_tko,3,bantamweight(126-135),5.969999999999999,-2.1400000000000006,0,100.0,2,0
2024-05-18,UFC Fight Night: Barboza vs. Murphy,"Sy, Oumar",OUM,male,home,sr:competitor:841246,03:30,0,0.0,0,2,1,66.67,2,3,12.5,1,8,"Tokkos, George Tuco",TGT,male,away,sr:competitor:536743,0:00,0,75.0,3,4,0,0.0,0,0,80.0,4,5,1,3:43,submission,3,light_heavyweight(186-205),-75.0,-67.5,0,66.67,2,1
2024-05-18,UFC Fight Night: Barboza vs. Murphy,"Nolan, Tom",NOL,male,away,sr:competitor:1010975,00:02,0,51.56,33,64,0,0.0,0,0,56.94,41,72,"Martinez, Victor",MAR,male,home,sr:competitor:831844,00:48,1,69.23,18,26,0,0.0,0,1,68.97,20,29,1,3:50,ko_tko,3,lightweight(146-155),-17.67,-12.030000000000001,-1,0.0,0,0
2024-05-18,UFC Fight Night: Barboza vs. Murphy,"Hill, Angela",HIL,female,away,sr:competitor:542071,03:06,0,35.44,28,79,1,33.33,2,6,42.86,39,91,"Pinheiro, Luana",PIN,female,home,sr:competitor:756397,00:04,0,28.33,17,60,0,14.29,1,7,32.47,25,77,2,4:12,submission,3,strawweight(106-115),7.109999999999999,10.39,0,19.04,1,1
2024-05-18,UFC Fight Night: Barboza vs. Murphy,"Yanez, Adrian",YAN,male,home,sr:competitor:733463,00:17,1,64.29,36,56,0,0.0,0,0,62.07,36,58,"Salvador, Vinicius",SAL,male,away,sr:competitor:820028,0:00,0,50.0,17,34,0,0.0,0,0,50.0,17,34,1,2:47,ko_tko,3,bantamweight(126-135),14.290000000000006,12.07,1,0.0,0,0
2024-06-01,UFC 302: Makhachev vs. Poirier,"Lima, Andre (Bra)",LIM,male,away,sr:competitor:1063894,00:09,0,51.0,51,100,0,0.0,0,1,51.49,52,101,"Raposo, Mitch",RAP,male,home,sr:competitor:842172,00:09,0,42.11,32,76,0,50.0,1,2,42.11,32,76,3,5:00,decision_split,3,flyweight(116-125),8.89,9.380000000000003,0,-50.0,-1,0
2024-06-01,UFC 302: Makhachev vs. Poirier,"Perez, Ailin",PER,female,home,sr:competitor:905733,04:18,1,67.74,42,62,0,54.55,6,11,74.73,68,91,"Edwards, Joselyne",EDW,female,away,sr:competitor:768194,05:11,0,42.19,27,64,1,0.0,0,0,72.63,130,179,3,5:00,decision_unanimous,3,bantamweight(126-135),25.549999999999997,2.1000000000000085,1,54.55,6,-1
2024-06-01,UFC 302: Makhachev vs. Poirier,"Hafez, Bassil",HAF,male,away,sr:competitor:1033275,01:12,0,47.26,95,201,0,60.0,3,5,48.1,101,210,"Gall, Mickey",GAL,male,home,sr:competitor:278281,00:08,0,58.04,83,143,0,50.0,1,2,60.78,93,153,3,5:00,decision_unanimous,3,welterweight(156-170),-10.780000000000001,-12.68,0,10.0,2,0
2024-06-29,UFC 303: Pereira vs. Prochazka 2,"de Oliveira, Vinicius",DE,male,away,sr:competitor:1036197,00:16,0,40.51,96,237,0,100.0,1,1,40.51,96,237,"Simon, Ricky",SIM,male,home,sr:competitor:433424,00:31,0,43.75,42,96,0,18.18,2,11,44.9,44,98,3,5:00,decision_unanimous,3,bantamweight(126-135),-3.240000000000002,-4.390000000000001,0,81.82,-1,0
